BU Name,Facility Name,Type,Is Open,Opening Date,Closed/End of Emissions Date,Capacity (m2),FTE,Month,Year
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,12,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,3,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,4,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,5,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,6,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,7,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,8,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,9,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,10,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,11,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,12,"2,022"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,1,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,2,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,3,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,4,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,5,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,6,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,7,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,8,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,9,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,10,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,11,"2,023"
Germany,Mühldorfstraße Systemiq Share,Office,true,01/03/2022,31/12/2023,250,41,12,"2,023"
