BU Name,Facility Name,Type,Is Open,Opening Date,Closed/End of Emissions Date,Capacity (m2),FTE,Month,Year
Brazil,Civico Systemiq Share,Office,true,31/05/2023,31/12/2023,20,0,9,"2,023"
Brazil,Civico Systemiq Share,Office,true,31/05/2023,31/12/2023,20,0,10,"2,023"
Brazil,Civico Systemiq Share,Office,true,31/05/2023,31/12/2023,20,0,11,"2,023"
Brazil,Civico Systemiq Share,Office,true,31/05/2023,31/12/2023,20,0,12,"2,023"
France,BOPE Systemiq Share,Office,true,01/12/2023,31/12/2023,133,13,12,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,10,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,1,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,2,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,3,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,4,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,5,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,6,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,7,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,8,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,9,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,10,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,11,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,12,"2,022"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,1,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,2,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,3,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,4,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,5,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,6,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,7,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,8,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,9,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,11,"2,023"
France,Deskopolitan Systemiq Share,Office,true,01/01/2022,01/12/2023,27,13,12,"2,023"
France,Deskopolitan Systemiq Share,Office,false,01/12/2023,02/12/2023,27,13,12,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,5,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,6,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,7,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,8,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,9,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,10,"2,023"
Germany,Karl-Liebknecht-Straße Systemiq Share,Office,,01/05/2023,31/12/2023,25,12,11,"2,023"
